Variable,Value
snp1,chr22:39769304
snp2,chr22:39833397
snp3,chr22:39786692
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1269
interaction_effect_size,0.0928
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39314059
searchrange_chr22_end,41529512
freq_snp1,0.4423
freq_snp2,0.4384
freq_S,0.2674
freq_K1,0.1750
freq_K2,0.1710
freq_O,0.3867
test1a_b_clade_min_p0.5,0.2884
test1a_r2_clade_min_p0.5,0.0887
test1a_b_mut_min_p0.5,0.2908
test1a_r2_mut_min_p0.5,0.0860
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[39776482, 39776893]"
test1a_b_clade_min_p0.8,0.3376
test1a_r2_clade_min_p0.8,0.0887
test1a_b_mut_min_p0.8,0.3404
test1a_r2_mut_min_p0.8,0.0860
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[39776482, 39776893]"
test1a_b_clade_min_p0.9,0.3633
test1a_r2_clade_min_p0.9,0.0887
test1a_b_mut_min_p0.9,0.3663
test1a_r2_mut_min_p0.9,0.0860
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[39776482, 39776893]"
test1a_b_clade_min_p0.95,0.3845
test1a_r2_clade_min_p0.95,0.0887
test1a_b_mut_min_p0.95,0.3878
test1a_r2_mut_min_p0.95,0.0860
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[39776482, 39776893]"
test1b_b_min,0.0113
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3750
