Variable,Value
snp1,chr22:39769304
snp2,chr22:39814341
snp3,chr22:39810611
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.8694
interaction_effect_size,0.1059
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39314059
searchrange_chr22_end,41483732
freq_snp1,0.4423
freq_snp2,0.4473
freq_S,0.2694
freq_K1,0.1730
freq_K2,0.1779
freq_O,0.3797
test1a_b_clade_min_p0.5,0.2854
test1a_r2_clade_min_p0.5,0.0705
test1a_b_mut_min_p0.5,0.2877
test1a_r2_mut_min_p0.5,0.1614
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[39776482, 39776893]"
test1a_b_clade_min_p0.8,0.3342
test1a_r2_clade_min_p0.8,0.0705
test1a_b_mut_min_p0.8,0.3369
test1a_r2_mut_min_p0.8,0.1614
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[39776482, 39776893]"
test1a_b_clade_min_p0.9,0.3597
test1a_r2_clade_min_p0.9,0.0705
test1a_b_mut_min_p0.9,0.3626
test1a_r2_mut_min_p0.9,0.1614
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[39776482, 39776893]"
test1a_b_clade_min_p0.95,0.3807
test1a_r2_clade_min_p0.95,0.1656
test1a_b_mut_min_p0.95,0.3838
test1a_r2_mut_min_p0.95,0.1614
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[39776482, 39776893]"
test1b_b_min,0.0547
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3722
