Variable,Value
snp1,chr22:19528168
snp2,chr22:19534930
snp3,chr22:19526364
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.7947
interaction_effect_size,0.1237
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,18840898
searchrange_chr22_end,19737054
freq_snp1,0.5199
freq_snp2,0.5785
freq_S,0.3986
freq_K1,0.1213
freq_K2,0.1799
freq_O,0.3002
test1a_b_clade_min_p0.5,0.2363
test1a_r2_clade_min_p0.5,0.1362
test1a_b_mut_min_p0.5,0.2783
test1a_r2_mut_min_p0.5,0.0260
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[19547762, 19548911]"
test1a_b_clade_min_p0.8,0.2766
test1a_r2_clade_min_p0.8,0.1362
test1a_b_mut_min_p0.8,0.3258
test1a_r2_mut_min_p0.8,0.0260
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[19547762, 19548911]"
test1a_b_clade_min_p0.9,0.2977
test1a_r2_clade_min_p0.9,0.1362
test1a_b_mut_min_p0.9,0.3506
test1a_r2_mut_min_p0.9,0.0260
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[19547762, 19548911]"
test1a_b_clade_min_p0.95,0.3151
test1a_r2_clade_min_p0.95,0.1362
test1a_b_mut_min_p0.95,0.3711
test1a_r2_mut_min_p0.95,0.0260
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[19547762, 19548911]"
test1b_b_min,0.0415
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3413
