Variable,Value
snp1,chr22:29420816
snp2,chr22:29456638
snp3,chr22:29439463
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1288
interaction_effect_size,0.1440
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28030859
searchrange_chr22_end,30956017
freq_snp1,0.3827
freq_snp2,0.7296
freq_S,0.3340
freq_K1,0.0487
freq_K2,0.3956
freq_O,0.2217
test1a_b_clade_min_p0.5,0.2320
test1a_r2_clade_min_p0.5,0.0062
test1a_b_mut_min_p0.5,0.4536
test1a_r2_mut_min_p0.5,0.0140
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[29398652, 29382607]"
test1a_b_clade_min_p0.8,0.2725
test1a_r2_clade_min_p0.8,0.0062
test1a_b_mut_min_p0.8,0.5328
test1a_r2_mut_min_p0.8,0.0140
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[29398652, 29382607]"
test1a_b_clade_min_p0.9,0.2937
test1a_r2_clade_min_p0.9,0.0062
test1a_b_mut_min_p0.9,0.5742
test1a_r2_mut_min_p0.9,0.0140
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[29398652, 29382607]"
test1a_b_clade_min_p0.95,0.3111
test1a_r2_clade_min_p0.95,0.0062
test1a_b_mut_min_p0.95,0.6084
test1a_r2_mut_min_p0.95,0.0140
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[29398652, 29382607]"
test1b_b_min,0.0149
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4580
