Variable,Value
snp1,chr22:43853652
snp2,chr22:43888095
snp3,chr22:43903502
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-5.0357
interaction_effect_size,-0.0909
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,43357376
searchrange_chr22_end,44470401
freq_snp1,0.2614
freq_snp2,0.1243
freq_S,0.0915
freq_K1,0.1700
freq_K2,0.0328
freq_O,0.7058
test1a_b_clade_min_p0.5,0.2378
test1a_r2_clade_min_p0.5,0.0025
test1a_b_mut_min_p0.5,0.2568
test1a_r2_mut_min_p0.5,0.0056
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[43932239]
test1a_b_clade_min_p0.8,0.2784
test1a_r2_clade_min_p0.8,0.0025
test1a_b_mut_min_p0.8,0.3008
test1a_r2_mut_min_p0.8,0.0056
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[43932239]
test1a_b_clade_min_p0.9,0.2997
test1a_r2_clade_min_p0.9,0.0025
test1a_b_mut_min_p0.9,0.3237
test1a_r2_mut_min_p0.9,0.0056
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[43932239]
test1a_b_clade_min_p0.95,0.3172
test1a_r2_clade_min_p0.95,0.0025
test1a_b_mut_min_p0.95,0.3427
test1a_r2_mut_min_p0.95,0.0056
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[43932239]
test1b_b_min,0.0055
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5402
