Variable,Value
snp1,chr22:24109699
snp2,chr22:24158850
snp3,chr22:24121908
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.6196
interaction_effect_size,0.0897
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,23814281
searchrange_chr22_end,25209033
freq_snp1,0.0000
freq_snp2,0.2326
freq_S,0.0000
freq_K1,0.0000
freq_K2,0.2326
freq_O,0.7674
test1a_b_clade_min_p0.5,0.0000
test1a_r2_clade_min_p0.5,0.8368
test1a_b_mut_min_p0.5,0.0000
test1a_r2_mut_min_p0.5,0.6331
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[24179431, 24179293, 24180063]"
test1a_b_clade_min_p0.8,0.0000
test1a_r2_clade_min_p0.8,0.8511
test1a_b_mut_min_p0.8,0.0000
test1a_r2_mut_min_p0.8,0.6331
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[24179431, 24179293, 24180063]"
test1a_b_clade_min_p0.9,0.0000
test1a_r2_clade_min_p0.9,0.8511
test1a_b_mut_min_p0.9,0.0000
test1a_r2_mut_min_p0.9,0.6331
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[24179431, 24179293, 24180063]"
test1a_b_clade_min_p0.95,0.0000
test1a_r2_clade_min_p0.95,0.8511
test1a_b_mut_min_p0.95,0.0000
test1a_r2_mut_min_p0.95,0.6331
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[24179431, 24179293, 24180063]"
test1b_b_min,0.0000
test2_span_lt_effectsize_chr22,1394753
test2_total_span_lt_effectsize,1394753
test2_overall_min_b,0.0661
