Variable,Value
snp1,chr22:42868406
snp2,chr22:42869142
snp3,chr22:42758529
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9046
interaction_effect_size,0.0749
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,40095307
searchrange_chr22_end,43640346
freq_snp1,0.4105
freq_snp2,0.4404
freq_S,0.1779
freq_K1,0.2326
freq_K2,0.2624
freq_O,0.3270
test1a_b_clade_min_p0.5,0.1833
test1a_r2_clade_min_p0.5,0.1053
test1a_b_mut_min_p0.5,0.2448
test1a_r2_mut_min_p0.5,0.0072
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[42803434, 42802636, 42802446]"
test1a_b_clade_min_p0.8,0.2150
test1a_r2_clade_min_p0.8,0.1053
test1a_b_mut_min_p0.8,0.2872
test1a_r2_mut_min_p0.8,0.0072
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[42803434, 42802636, 42802446]"
test1a_b_clade_min_p0.9,0.2316
test1a_r2_clade_min_p0.9,0.1053
test1a_b_mut_min_p0.9,0.3094
test1a_r2_mut_min_p0.9,0.0072
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[42803434, 42802636, 42802446]"
test1a_b_clade_min_p0.95,0.2453
test1a_r2_clade_min_p0.95,0.1053
test1a_b_mut_min_p0.95,0.3277
test1a_r2_mut_min_p0.95,0.0072
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[42803434, 42802636, 42802446]"
test1b_b_min,0.0016
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.2953
