Variable,Value
snp1,chr22:17385609
snp2,chr22:17394554
snp3,chr22:17380094
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.2971
interaction_effect_size,0.1367
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,16700179
searchrange_chr22_end,17693802
freq_snp1,0.6968
freq_snp2,0.4980
freq_S,0.2356
freq_K1,0.4612
freq_K2,0.2624
freq_O,0.0408
test1a_b_clade_min_p0.5,0.2767
test1a_r2_clade_min_p0.5,0.0065
test1a_b_mut_min_p0.5,0.4050
test1a_r2_mut_min_p0.5,0.1115
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[17380094]
test1a_b_clade_min_p0.8,0.3240
test1a_r2_clade_min_p0.8,0.0065
test1a_b_mut_min_p0.8,0.4742
test1a_r2_mut_min_p0.8,0.1115
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[17380094]
test1a_b_clade_min_p0.9,0.3487
test1a_r2_clade_min_p0.9,0.0065
test1a_b_mut_min_p0.9,0.5103
test1a_r2_mut_min_p0.9,0.1115
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[17380094]
test1a_b_clade_min_p0.95,0.3691
test1a_r2_clade_min_p0.95,0.0065
test1a_b_mut_min_p0.95,0.5402
test1a_r2_mut_min_p0.95,0.1115
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[17380094]
test1b_b_min,0.0769
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4773
