Variable,Value
snp1,chr22:43868054
snp2,chr22:43879167
snp3,chr22:43873996
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.2135
interaction_effect_size,0.1229
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,43433336
searchrange_chr22_end,44468042
freq_snp1,0.4901
freq_snp2,0.2863
freq_S,0.2475
freq_K1,0.2425
freq_K2,0.0388
freq_O,0.4712
test1a_b_clade_min_p0.5,0.1884
test1a_r2_clade_min_p0.5,0.0331
test1a_b_mut_min_p0.5,0.1884
test1a_r2_mut_min_p0.5,0.0331
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[43880738, 43880003]"
test1a_b_clade_min_p0.8,0.2205
test1a_r2_clade_min_p0.8,0.0331
test1a_b_mut_min_p0.8,0.2205
test1a_r2_mut_min_p0.8,0.0331
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[43880738, 43880003]"
test1a_b_clade_min_p0.9,0.2373
test1a_r2_clade_min_p0.9,0.0331
test1a_b_mut_min_p0.9,0.2373
test1a_r2_mut_min_p0.9,0.0331
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[43880738, 43880003]"
test1a_b_clade_min_p0.95,0.2511
test1a_r2_clade_min_p0.95,0.0331
test1a_b_mut_min_p0.95,0.2511
test1a_r2_mut_min_p0.95,0.0331
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[43880738, 43880003]"
test1b_b_min,0.0104
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4690
