Variable,Value
snp1,chr22:47370243
snp2,chr22:47403159
snp3,chr22:47346080
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9591
interaction_effect_size,0.0864
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,46858189
searchrange_chr22_end,47682378
freq_snp1,0.5686
freq_snp2,0.4901
freq_S,0.1968
freq_K1,0.3718
freq_K2,0.2932
freq_O,0.1382
test1a_b_clade_min_p0.5,0.1868
test1a_r2_clade_min_p0.5,0.2129
test1a_b_mut_min_p0.5,0.2045
test1a_r2_mut_min_p0.5,0.1746
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[47362091, 47361877]"
test1a_b_clade_min_p0.8,0.2190
test1a_r2_clade_min_p0.8,0.2129
test1a_b_mut_min_p0.8,0.2397
test1a_r2_mut_min_p0.8,0.1746
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[47362091, 47361877]"
test1a_b_clade_min_p0.9,0.2358
test1a_r2_clade_min_p0.9,0.2129
test1a_b_mut_min_p0.9,0.2581
test1a_r2_mut_min_p0.9,0.1746
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[47362091, 47361877]"
test1a_b_clade_min_p0.95,0.2497
test1a_r2_clade_min_p0.95,0.2129
test1a_b_mut_min_p0.95,0.2733
test1a_r2_mut_min_p0.95,0.1746
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[47362091, 47361877]"
test1b_b_min,0.0027
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3224
