Variable,Value
snp1,chr22:24310431
snp2,chr22:24400888
snp3,chr22:24390818
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1088
interaction_effect_size,0.0860
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,23873922
searchrange_chr22_end,25286013
freq_snp1,0.0000
freq_snp2,0.5288
freq_S,0.0000
freq_K1,0.0000
freq_K2,0.5288
freq_O,0.4712
test1a_b_clade_min_p0.5,0.1529
test1a_r2_clade_min_p0.5,1.0000
test1a_b_mut_min_p0.5,0.1529
test1a_r2_mut_min_p0.5,1.0000
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[24400888, 24401250]"
test1a_b_clade_min_p0.8,0.1794
test1a_r2_clade_min_p0.8,1.0000
test1a_b_mut_min_p0.8,0.1794
test1a_r2_mut_min_p0.8,1.0000
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[24400888, 24401250]"
test1a_b_clade_min_p0.9,0.1933
test1a_r2_clade_min_p0.9,1.0000
test1a_b_mut_min_p0.9,0.1933
test1a_r2_mut_min_p0.9,1.0000
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[24400888, 24401250]"
test1a_b_clade_min_p0.95,0.2047
test1a_r2_clade_min_p0.95,1.0000
test1a_b_mut_min_p0.95,0.2047
test1a_r2_mut_min_p0.95,1.0000
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[24400888, 24401250]"
test1b_b_min,0.0083
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.1528
