Variable,Value
snp1,chr22:50535988
snp2,chr22:50659764
snp3,chr22:50633701
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5010
interaction_effect_size,0.1191
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49911346
searchrange_chr22_end,50818416
freq_snp1,0.6789
freq_snp2,0.4930
freq_S,0.2187
freq_K1,0.4602
freq_K2,0.2744
freq_O,0.0467
test1a_b_clade_min_p0.5,0.2670
test1a_r2_clade_min_p0.5,0.0191
test1a_b_mut_min_p0.5,0.2687
test1a_r2_mut_min_p0.5,0.1779
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[50633701]
test1a_b_clade_min_p0.8,0.3137
test1a_r2_clade_min_p0.8,0.0191
test1a_b_mut_min_p0.8,0.3157
test1a_r2_mut_min_p0.8,0.1779
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[50633701]
test1a_b_clade_min_p0.9,0.3382
test1a_r2_clade_min_p0.9,0.0191
test1a_b_mut_min_p0.9,0.3403
test1a_r2_mut_min_p0.9,0.1779
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[50633701]
test1a_b_clade_min_p0.95,0.3584
test1a_r2_clade_min_p0.95,0.0191
test1a_b_mut_min_p0.95,0.3607
test1a_r2_mut_min_p0.95,0.1779
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[50633701]
test1b_b_min,0.0387
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4845
