Variable,Value
snp1,chr22:34985760
snp2,chr22:35020624
snp3,chr22:34992919
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.4878
interaction_effect_size,0.1443
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34151718
searchrange_chr22_end,35843553
freq_snp1,0.5666
freq_snp2,0.6630
freq_S,0.4632
freq_K1,0.1034
freq_K2,0.1998
freq_O,0.2336
test1a_b_clade_min_p0.5,0.2383
test1a_r2_clade_min_p0.5,0.0260
test1a_b_mut_min_p0.5,0.2877
test1a_r2_mut_min_p0.5,0.0322
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[35029448]
test1a_b_clade_min_p0.8,0.2797
test1a_r2_clade_min_p0.8,0.0260
test1a_b_mut_min_p0.8,0.3378
test1a_r2_mut_min_p0.8,0.0322
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[35029448]
test1a_b_clade_min_p0.9,0.3014
test1a_r2_clade_min_p0.9,0.0260
test1a_b_mut_min_p0.9,0.3640
test1a_r2_mut_min_p0.9,0.0322
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[35029448]
test1a_b_clade_min_p0.95,0.3193
test1a_r2_clade_min_p0.95,0.0260
test1a_b_mut_min_p0.95,0.3856
test1a_r2_mut_min_p0.95,0.0322
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[35029448]
test1b_b_min,0.0815
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3622
