Variable,Value
snp1,chr22:49784054
snp2,chr22:49792851
snp3,chr22:49788583
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0831
interaction_effect_size,0.0936
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49659689
searchrange_chr22_end,49928421
freq_snp1,0.5398
freq_snp2,0.4563
freq_S,0.2704
freq_K1,0.2694
freq_K2,0.1859
freq_O,0.2744
test1a_b_clade_min_p0.5,0.2709
test1a_r2_clade_min_p0.5,0.8655
test1a_b_mut_min_p0.5,0.2875
test1a_r2_mut_min_p0.5,0.7730
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[49785796]
test1a_b_clade_min_p0.8,0.3159
test1a_r2_clade_min_p0.8,0.8655
test1a_b_mut_min_p0.8,0.3353
test1a_r2_mut_min_p0.8,0.7730
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[49785796]
test1a_b_clade_min_p0.9,0.3394
test1a_r2_clade_min_p0.9,0.8655
test1a_b_mut_min_p0.9,0.3602
test1a_r2_mut_min_p0.9,0.7730
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[49785796]
test1a_b_clade_min_p0.95,0.3588
test1a_r2_clade_min_p0.95,0.8655
test1a_b_mut_min_p0.95,0.3808
test1a_r2_mut_min_p0.95,0.7730
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[49785796]
test1b_b_min,0.0009
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3192
