Variable,Value
snp1,chr22:45638894
snp2,chr22:45654690
snp3,chr22:45645471
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4729
interaction_effect_size,0.1037
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45266840
searchrange_chr22_end,45949457
freq_snp1,0.3767
freq_snp2,0.6640
freq_S,0.2455
freq_K1,0.1312
freq_K2,0.4185
freq_O,0.2048
test1a_b_clade_min_p0.5,0.1893
test1a_r2_clade_min_p0.5,0.3175
test1a_b_mut_min_p0.5,0.1904
test1a_r2_mut_min_p0.5,0.3063
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[45626320, 45623553, 45622382, 45623358]"
test1a_b_clade_min_p0.8,0.2217
test1a_r2_clade_min_p0.8,0.3175
test1a_b_mut_min_p0.8,0.2230
test1a_r2_mut_min_p0.8,0.3063
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[45626320, 45623553, 45622382, 45623358]"
test1a_b_clade_min_p0.9,0.2386
test1a_r2_clade_min_p0.9,0.3175
test1a_b_mut_min_p0.9,0.2400
test1a_r2_mut_min_p0.9,0.3063
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[45626320, 45623553, 45622382, 45623358]"
test1a_b_clade_min_p0.95,0.2526
test1a_r2_clade_min_p0.95,0.3175
test1a_b_mut_min_p0.95,0.2541
test1a_r2_mut_min_p0.95,0.3063
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[45626320, 45623553, 45622382, 45623358]"
test1b_b_min,0.0213
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3532
