Variable,Value
snp1,chr22:25071447
snp2,chr22:25072751
snp3,chr22:25071254
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-6.9728
interaction_effect_size,-0.1340
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,23960349
searchrange_chr22_end,25439250
freq_snp1,0.3678
freq_snp2,0.5388
freq_S,0.2594
freq_K1,0.1083
freq_K2,0.2793
freq_O,0.3529
test1a_b_clade_min_p0.5,0.2055
test1a_r2_clade_min_p0.5,0.1746
test1a_b_mut_min_p0.5,0.2140
test1a_r2_mut_min_p0.5,0.3378
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[25079226]
test1a_b_clade_min_p0.8,0.2408
test1a_r2_clade_min_p0.8,0.1746
test1a_b_mut_min_p0.8,0.2508
test1a_r2_mut_min_p0.8,0.3378
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[25078610]
test1a_b_clade_min_p0.9,0.2593
test1a_r2_clade_min_p0.9,0.1746
test1a_b_mut_min_p0.9,0.2700
test1a_r2_mut_min_p0.9,0.3378
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[25078610]
test1a_b_clade_min_p0.95,0.2745
test1a_r2_clade_min_p0.95,0.1746
test1a_b_mut_min_p0.95,0.2859
test1a_r2_mut_min_p0.95,0.3378
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[25078610]
test1b_b_min,0.0872
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3442
