Variable,Value
snp1,chr22:28545593
snp2,chr22:28694663
snp3,chr22:28611721
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1802
interaction_effect_size,0.1028
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,27994309
searchrange_chr22_end,30677746
freq_snp1,0.6481
freq_snp2,0.3330
freq_S,0.2475
freq_K1,0.4006
freq_K2,0.0855
freq_O,0.2664
test1a_b_clade_min_p0.5,0.2191
test1a_r2_clade_min_p0.5,0.0562
test1a_b_mut_min_p0.5,0.2212
test1a_r2_mut_min_p0.5,0.0570
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[28664186]
test1a_b_clade_min_p0.8,0.2572
test1a_r2_clade_min_p0.8,0.0562
test1a_b_mut_min_p0.8,0.2596
test1a_r2_mut_min_p0.8,0.0570
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[28664186]
test1a_b_clade_min_p0.9,0.2770
test1a_r2_clade_min_p0.9,0.0562
test1a_b_mut_min_p0.9,0.2797
test1a_r2_mut_min_p0.9,0.0570
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[28664186]
test1a_b_clade_min_p0.95,0.2935
test1a_r2_clade_min_p0.95,0.0562
test1a_b_mut_min_p0.95,0.2962
test1a_r2_mut_min_p0.95,0.0570
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[28664186]
test1b_b_min,0.0149
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3561
