Variable,Value
snp1,chr22:49930433
snp2,chr22:50009287
snp3,chr22:49957126
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.9259
interaction_effect_size,0.1030
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49798046
searchrange_chr22_end,51229805
freq_snp1,0.4781
freq_snp2,0.4612
freq_S,0.2495
freq_K1,0.2286
freq_K2,0.2117
freq_O,0.3101
test1a_b_clade_min_p0.5,0.2074
test1a_r2_clade_min_p0.5,0.1390
test1a_b_mut_min_p0.5,0.2074
test1a_r2_mut_min_p0.5,0.1390
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[49960294]
test1a_b_clade_min_p0.8,0.2421
test1a_r2_clade_min_p0.8,0.1390
test1a_b_mut_min_p0.8,0.2421
test1a_r2_mut_min_p0.8,0.1390
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[49960294]
test1a_b_clade_min_p0.9,0.2603
test1a_r2_clade_min_p0.9,0.1390
test1a_b_mut_min_p0.9,0.2603
test1a_r2_mut_min_p0.9,0.1390
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[49960294]
test1a_b_clade_min_p0.95,0.2753
test1a_r2_clade_min_p0.95,0.1390
test1a_b_mut_min_p0.95,0.2753
test1a_r2_mut_min_p0.95,0.1390
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[49960294]
test1b_b_min,0.0369
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3269
