Variable,Value
snp1,chr22:43480181
snp2,chr22:43486793
snp3,chr22:43490317
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.5046
interaction_effect_size,0.1210
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,41158130
searchrange_chr22_end,43901620
freq_snp1,0.6262
freq_snp2,0.5507
freq_S,0.4473
freq_K1,0.1789
freq_K2,0.1034
freq_O,0.2704
test1a_b_clade_min_p0.5,0.2215
test1a_r2_clade_min_p0.5,0.0397
test1a_b_mut_min_p0.5,0.2252
test1a_r2_mut_min_p0.5,0.0384
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[43483061]
test1a_b_clade_min_p0.8,0.2592
test1a_r2_clade_min_p0.8,0.0397
test1a_b_mut_min_p0.8,0.2636
test1a_r2_mut_min_p0.8,0.0384
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[43483061]
test1a_b_clade_min_p0.9,0.2789
test1a_r2_clade_min_p0.9,0.0397
test1a_b_mut_min_p0.9,0.2836
test1a_r2_mut_min_p0.9,0.0384
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[43483061]
test1a_b_clade_min_p0.95,0.2952
test1a_r2_clade_min_p0.95,0.0397
test1a_b_mut_min_p0.95,0.3002
test1a_r2_mut_min_p0.95,0.0384
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[43483061]
test1b_b_min,0.0252
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3567
