Variable,Value
snp1,chr22:40016608
snp2,chr22:40079010
snp3,chr22:40058255
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1743
interaction_effect_size,0.0943
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39384513
searchrange_chr22_end,42739272
freq_snp1,0.4732
freq_snp2,0.4374
freq_S,0.2734
freq_K1,0.1998
freq_K2,0.1640
freq_O,0.3628
test1a_b_clade_min_p0.5,0.3759
test1a_r2_clade_min_p0.5,0.0681
test1a_b_mut_min_p0.5,0.4356
test1a_r2_mut_min_p0.5,0.0211
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[40058236]
test1a_b_clade_min_p0.8,0.4404
test1a_r2_clade_min_p0.8,0.0681
test1a_b_mut_min_p0.8,0.5104
test1a_r2_mut_min_p0.8,0.0211
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[40058236]
test1a_b_clade_min_p0.9,0.4742
test1a_r2_clade_min_p0.9,0.0681
test1a_b_mut_min_p0.9,0.5495
test1a_r2_mut_min_p0.9,0.0211
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[40058236]
test1a_b_clade_min_p0.95,0.5020
test1a_r2_clade_min_p0.95,0.0681
test1a_b_mut_min_p0.95,0.5817
test1a_r2_mut_min_p0.95,0.0211
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[40058236]
test1b_b_min,0.0210
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3816
