Variable,Value
snp1,chr22:45592852
snp2,chr22:45604562
snp3,chr22:45647433
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9246
interaction_effect_size,0.0744
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,45242717
searchrange_chr22_end,45944912
freq_snp1,0.4891
freq_snp2,0.4960
freq_S,0.1412
freq_K1,0.3479
freq_K2,0.3549
freq_O,0.1561
test1a_b_clade_min_p0.5,0.2106
test1a_r2_clade_min_p0.5,0.0598
test1a_b_mut_min_p0.5,0.2183
test1a_r2_mut_min_p0.5,0.0515
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[45601293, 45601157]"
test1a_b_clade_min_p0.8,0.2467
test1a_r2_clade_min_p0.8,0.0598
test1a_b_mut_min_p0.8,0.2556
test1a_r2_mut_min_p0.8,0.0515
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[45601293, 45601157]"
test1a_b_clade_min_p0.9,0.2655
test1a_r2_clade_min_p0.9,0.0598
test1a_b_mut_min_p0.9,0.2752
test1a_r2_mut_min_p0.9,0.0515
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[45601293, 45601157]"
test1a_b_clade_min_p0.95,0.2811
test1a_r2_clade_min_p0.95,0.0598
test1a_b_mut_min_p0.95,0.2913
test1a_r2_mut_min_p0.95,0.0515
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[45601293, 45601157]"
test1b_b_min,0.0004
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3464
