Variable,Value
snp1,chr22:34985760
snp2,chr22:35020624
snp3,chr22:34998363
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.4878
interaction_effect_size,0.1443
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34151718
searchrange_chr22_end,35843553
freq_snp1,0.5666
freq_snp2,0.6551
freq_S,0.4553
freq_K1,0.1113
freq_K2,0.1998
freq_O,0.2336
test1a_b_clade_min_p0.5,0.2080
test1a_r2_clade_min_p0.5,0.1129
test1a_b_mut_min_p0.5,0.3074
test1a_r2_mut_min_p0.5,0.0259
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[35009234, 35011351, 35013577, 35014730, 35007419, 35004430]"
test1a_b_clade_min_p0.8,0.2443
test1a_r2_clade_min_p0.8,0.1129
test1a_b_mut_min_p0.8,0.3610
test1a_r2_mut_min_p0.8,0.0259
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[35009234, 35011351, 35013577, 35014730, 35007419, 35004430]"
test1a_b_clade_min_p0.9,0.2633
test1a_r2_clade_min_p0.9,0.1129
test1a_b_mut_min_p0.9,0.3890
test1a_r2_mut_min_p0.9,0.0259
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[35009234, 35011351, 35013577, 35014730, 35007419, 35004430]"
test1a_b_clade_min_p0.95,0.2789
test1a_r2_clade_min_p0.95,0.1129
test1a_b_mut_min_p0.95,0.4121
test1a_r2_mut_min_p0.95,0.0259
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[35009234, 35011351, 35013577, 35014730, 35007419, 35004430]"
test1b_b_min,0.0715
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3599
