Variable,Value
snp1,chr22:35629685
snp2,chr22:35637154
snp3,chr22:35541138
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.3563
interaction_effect_size,0.1107
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34574639
searchrange_chr22_end,35917158
freq_snp1,0.4642
freq_snp2,0.4443
freq_S,0.2416
freq_K1,0.2227
freq_K2,0.2028
freq_O,0.3330
test1a_b_clade_min_p0.5,0.1809
test1a_r2_clade_min_p0.5,0.2124
test1a_b_mut_min_p0.5,0.1893
test1a_r2_mut_min_p0.5,0.1306
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[35639736]
test1a_b_clade_min_p0.8,0.2120
test1a_r2_clade_min_p0.8,0.2124
test1a_b_mut_min_p0.8,0.2217
test1a_r2_mut_min_p0.8,0.1306
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[35639736]
test1a_b_clade_min_p0.9,0.2282
test1a_r2_clade_min_p0.9,0.2124
test1a_b_mut_min_p0.9,0.2387
test1a_r2_mut_min_p0.9,0.1306
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[35639736]
test1a_b_clade_min_p0.95,0.2416
test1a_r2_clade_min_p0.95,0.2124
test1a_b_mut_min_p0.95,0.2527
test1a_r2_mut_min_p0.95,0.1306
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[35639736]
test1b_b_min,0.0536
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3047
