Variable,Value
snp1,chr22:39769304
snp2,chr22:39776482
snp3,chr22:39807107
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4318
interaction_effect_size,0.0918
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39314059
searchrange_chr22_end,41425238
freq_snp1,0.4384
freq_snp2,0.4642
freq_S,0.2187
freq_K1,0.2197
freq_K2,0.2455
freq_O,0.3161
test1a_b_clade_min_p0.5,0.2380
test1a_r2_clade_min_p0.5,0.0482
test1a_b_mut_min_p0.5,0.2816
test1a_r2_mut_min_p0.5,0.0322
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[39814341, 39811462, 39821703, 39806661, 39801932, 39815053, 39815244, 39806226, 39807316, 39811351, 39812375, 39820379, 39804509, 39808113, 39809458, 39818865, 39822132, 39815094, 39817914, 39820159]"
test1a_b_clade_min_p0.8,0.2787
test1a_r2_clade_min_p0.8,0.0482
test1a_b_mut_min_p0.8,0.3297
test1a_r2_mut_min_p0.8,0.0322
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[39814341, 39811462, 39821703, 39806661, 39801932, 39815053, 39815244, 39806226, 39807316, 39811351, 39812375, 39820379, 39804509, 39808113, 39809458, 39818865, 39822132, 39815094, 39817914, 39820159]"
test1a_b_clade_min_p0.9,0.2999
test1a_r2_clade_min_p0.9,0.0482
test1a_b_mut_min_p0.9,0.3549
test1a_r2_mut_min_p0.9,0.0322
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[39814341, 39811462, 39821703, 39806661, 39801932, 39815053, 39815244, 39806226, 39807316, 39811351, 39812375, 39820379, 39804509, 39808113, 39809458, 39818865, 39822132, 39815094, 39817914, 39820159]"
test1a_b_clade_min_p0.95,0.3175
test1a_r2_clade_min_p0.95,0.0482
test1a_b_mut_min_p0.95,0.3756
test1a_r2_mut_min_p0.95,0.0322
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[39814341, 39811462, 39821703, 39806661, 39801932, 39815053, 39815244, 39806226, 39807316, 39811351, 39812375, 39820379, 39804509, 39808113, 39809458, 39818865, 39822132, 39815094, 39817914, 39820159]"
test1b_b_min,0.0244
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3136
