Variable,Value
snp1,chr22:39776482
snp2,chr22:39782677
snp3,chr22:39814123
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-5.1514
interaction_effect_size,-0.0897
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39315410
searchrange_chr22_end,41480922
freq_snp1,0.4642
freq_snp2,0.5537
freq_S,0.2694
freq_K1,0.1948
freq_K2,0.2843
freq_O,0.2515
test1a_b_clade_min_p0.5,0.2071
test1a_r2_clade_min_p0.5,0.0750
test1a_b_mut_min_p0.5,0.2500
test1a_r2_mut_min_p0.5,0.0808
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[39776349]
test1a_b_clade_min_p0.8,0.2425
test1a_r2_clade_min_p0.8,0.0750
test1a_b_mut_min_p0.8,0.2927
test1a_r2_mut_min_p0.8,0.0808
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[39776349]
test1a_b_clade_min_p0.9,0.2610
test1a_r2_clade_min_p0.9,0.0750
test1a_b_mut_min_p0.9,0.3150
test1a_r2_mut_min_p0.9,0.0808
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[39776349]
test1a_b_clade_min_p0.95,0.2763
test1a_r2_clade_min_p0.95,0.0750
test1a_b_mut_min_p0.95,0.3334
test1a_r2_mut_min_p0.95,0.0808
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[39776349]
test1b_b_min,0.0095
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3324
