Variable,Value
snp1,chr22:50169745
snp2,chr22:50209099
snp3,chr22:50175823
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9968
interaction_effect_size,0.0891
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49839096
searchrange_chr22_end,51229805
freq_snp1,0.4473
freq_snp2,0.5149
freq_S,0.2803
freq_K1,0.1670
freq_K2,0.2346
freq_O,0.3181
test1a_b_clade_min_p0.5,0.2095
test1a_r2_clade_min_p0.5,0.2529
test1a_b_mut_min_p0.5,0.2668
test1a_r2_mut_min_p0.5,0.0563
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[50196144, 50195955, 50196053, 50194873, 50192730, 50194942]"
test1a_b_clade_min_p0.8,0.2452
test1a_r2_clade_min_p0.8,0.2529
test1a_b_mut_min_p0.8,0.3122
test1a_r2_mut_min_p0.8,0.0563
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[50196144, 50195955, 50196053, 50194873, 50192730, 50194942]"
test1a_b_clade_min_p0.9,0.2638
test1a_r2_clade_min_p0.9,0.2529
test1a_b_mut_min_p0.9,0.3360
test1a_r2_mut_min_p0.9,0.0563
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[50196144, 50195955, 50196053, 50194873, 50192730, 50194942]"
test1a_b_clade_min_p0.95,0.2792
test1a_r2_clade_min_p0.95,0.2529
test1a_b_mut_min_p0.95,0.3556
test1a_r2_mut_min_p0.95,0.0563
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[50196144, 50195955, 50196053, 50194873, 50192730, 50194942]"
test1b_b_min,0.0022
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3206
