Variable,Value
snp1,chr22:50122699
snp2,chr22:50140306
snp3,chr22:50182869
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0502
interaction_effect_size,0.1027
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49824599
searchrange_chr22_end,51229805
freq_snp1,0.5258
freq_snp2,0.3837
freq_S,0.2833
freq_K1,0.2425
freq_K2,0.1004
freq_O,0.3738
test1a_b_clade_min_p0.5,0.2435
test1a_r2_clade_min_p0.5,0.0377
test1a_b_mut_min_p0.5,0.2824
test1a_r2_mut_min_p0.5,0.0213
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[50133280, 50125873, 50124293]"
test1a_b_clade_min_p0.8,0.2850
test1a_r2_clade_min_p0.8,0.0377
test1a_b_mut_min_p0.8,0.3305
test1a_r2_mut_min_p0.8,0.0213
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[50133280, 50125873, 50124293]"
test1a_b_clade_min_p0.9,0.3066
test1a_r2_clade_min_p0.9,0.0377
test1a_b_mut_min_p0.9,0.3556
test1a_r2_mut_min_p0.9,0.0213
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[50133280, 50125873, 50124293]"
test1a_b_clade_min_p0.95,0.3245
test1a_r2_clade_min_p0.95,0.0377
test1a_b_mut_min_p0.95,0.3764
test1a_r2_mut_min_p0.95,0.0213
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[50133280, 50125873, 50124293]"
test1b_b_min,0.0053
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3621
