Variable,Value
snp1,chr22:34562530
snp2,chr22:34612673
snp3,chr22:34675972
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9879
interaction_effect_size,0.1537
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,33967482
searchrange_chr22_end,35638260
freq_snp1,0.8867
freq_snp2,0.3231
freq_S,0.2942
freq_K1,0.5924
freq_K2,0.0288
freq_O,0.0845
test1a_b_clade_min_p0.5,0.2149
test1a_r2_clade_min_p0.5,0.0020
test1a_b_mut_min_p0.5,0.2149
test1a_r2_mut_min_p0.5,0.0020
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[34601088, 34689184, 34592146, 34643605, 34701917, 34602223]"
test1a_b_clade_min_p0.8,0.2526
test1a_r2_clade_min_p0.8,0.0020
test1a_b_mut_min_p0.8,0.2526
test1a_r2_mut_min_p0.8,0.0020
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[34601088, 34689184, 34592146, 34643605, 34701917, 34602223]"
test1a_b_clade_min_p0.9,0.2723
test1a_r2_clade_min_p0.9,0.0020
test1a_b_mut_min_p0.9,0.2723
test1a_r2_mut_min_p0.9,0.0020
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[34601088, 34689184, 34592146, 34643605, 34701917, 34602223]"
test1a_b_clade_min_p0.95,0.2885
test1a_r2_clade_min_p0.95,0.0020
test1a_b_mut_min_p0.95,0.2885
test1a_r2_mut_min_p0.95,0.0020
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[34601088, 34689184, 34592146, 34643605, 34701917, 34602223]"
test1b_b_min,0.0082
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5547
