Variable,Value
snp1,chr22:26357247
snp2,chr22:26378419
snp3,chr22:26375875
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9365
interaction_effect_size,0.1367
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,25933148
searchrange_chr22_end,26717405
freq_snp1,0.3688
freq_snp2,0.7137
freq_S,0.3280
freq_K1,0.0408
freq_K2,0.3857
freq_O,0.2455
test1a_b_clade_min_p0.5,0.1924
test1a_r2_clade_min_p0.5,0.0246
test1a_b_mut_min_p0.5,0.1982
test1a_r2_mut_min_p0.5,0.0233
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[26367034, 26368995]"
test1a_b_clade_min_p0.8,0.2254
test1a_r2_clade_min_p0.8,0.0246
test1a_b_mut_min_p0.8,0.2322
test1a_r2_mut_min_p0.8,0.0233
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[26367034, 26368995]"
test1a_b_clade_min_p0.9,0.2426
test1a_r2_clade_min_p0.9,0.0246
test1a_b_mut_min_p0.9,0.2500
test1a_r2_mut_min_p0.9,0.0233
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[26367034, 26368995]"
test1a_b_clade_min_p0.95,0.2568
test1a_r2_clade_min_p0.95,0.0246
test1a_b_mut_min_p0.95,0.2646
test1a_r2_mut_min_p0.95,0.0233
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[26367034, 26368995]"
test1b_b_min,0.0010
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4729
