Variable,Value
snp1,chr22:40660724
snp2,chr22:40861097
snp3,chr22:40822921
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-4.8475
interaction_effect_size,-0.1044
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39730552
searchrange_chr22_end,43415670
freq_snp1,0.6899
freq_snp2,0.4662
freq_S,0.3628
freq_K1,0.3270
freq_K2,0.1034
freq_O,0.2068
test1a_b_clade_min_p0.5,0.2700
test1a_r2_clade_min_p0.5,0.0989
test1a_b_mut_min_p0.5,0.2851
test1a_r2_mut_min_p0.5,0.0437
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[40727793]
test1a_b_clade_min_p0.8,0.3171
test1a_r2_clade_min_p0.8,0.0989
test1a_b_mut_min_p0.8,0.3348
test1a_r2_mut_min_p0.8,0.0437
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[40727793]
test1a_b_clade_min_p0.9,0.3417
test1a_r2_clade_min_p0.9,0.0989
test1a_b_mut_min_p0.9,0.3608
test1a_r2_mut_min_p0.9,0.0437
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[40727793]
test1a_b_clade_min_p0.95,0.3620
test1a_r2_clade_min_p0.95,0.0989
test1a_b_mut_min_p0.95,0.3822
test1a_r2_mut_min_p0.95,0.0437
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[40727793]
test1b_b_min,0.0012
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3792
