Variable,Value
snp1,chr22:24310431
snp2,chr22:24400888
snp3,chr22:24390818
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1088
interaction_effect_size,0.0860
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,23873922
searchrange_chr22_end,25286013
freq_snp1,0.4602
freq_snp2,0.5288
freq_S,0.2406
freq_K1,0.2197
freq_K2,0.2883
freq_O,0.2515
test1a_b_clade_min_p0.5,0.2724
test1a_r2_clade_min_p0.5,0.1374
test1a_b_mut_min_p0.5,0.2921
test1a_r2_mut_min_p0.5,0.1072
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[24337154]
test1a_b_clade_min_p0.8,0.3197
test1a_r2_clade_min_p0.8,0.1374
test1a_b_mut_min_p0.8,0.3428
test1a_r2_mut_min_p0.8,0.1072
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[24337154]
test1a_b_clade_min_p0.9,0.3445
test1a_r2_clade_min_p0.9,0.1374
test1a_b_mut_min_p0.9,0.3693
test1a_r2_mut_min_p0.9,0.1072
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[24337154]
test1a_b_clade_min_p0.95,0.3649
test1a_r2_clade_min_p0.95,0.1374
test1a_b_mut_min_p0.95,0.3912
test1a_r2_mut_min_p0.95,0.1072
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[24337154]
test1b_b_min,0.0148
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.2891
