Variable,Value
snp1,chr22:39814341
snp2,chr22:39842708
snp3,chr22:39775022
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9923
interaction_effect_size,0.1556
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39315722
searchrange_chr22_end,41588177
freq_snp1,0.4473
freq_snp2,0.6461
freq_S,0.4135
freq_K1,0.0338
freq_K2,0.2326
freq_O,0.3201
test1a_b_clade_min_p0.5,0.1856
test1a_r2_clade_min_p0.5,0.0224
test1a_b_mut_min_p0.5,0.3683
test1a_r2_mut_min_p0.5,0.0054
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[39690597]
test1a_b_clade_min_p0.8,0.2172
test1a_r2_clade_min_p0.8,0.0224
test1a_b_mut_min_p0.8,0.4310
test1a_r2_mut_min_p0.8,0.0054
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[39690597]
test1a_b_clade_min_p0.9,0.2337
test1a_r2_clade_min_p0.9,0.0224
test1a_b_mut_min_p0.9,0.4638
test1a_r2_mut_min_p0.9,0.0054
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[39690597]
test1a_b_clade_min_p0.95,0.2473
test1a_r2_clade_min_p0.95,0.0224
test1a_b_mut_min_p0.95,0.4908
test1a_r2_mut_min_p0.95,0.0054
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[39690597]
test1b_b_min,0.0019
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4896
