Variable,Value
snp1,chr22:36682551
snp2,chr22:36746530
snp3,chr22:36705154
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.8409
interaction_effect_size,0.0910
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,36130220
searchrange_chr22_end,37186003
freq_snp1,0.2127
freq_snp2,0.7336
freq_S,0.1064
freq_K1,0.1064
freq_K2,0.6272
freq_O,0.1600
test1a_b_clade_min_p0.5,0.2813
test1a_r2_clade_min_p0.5,0.1413
test1a_b_mut_min_p0.5,0.3087
test1a_r2_mut_min_p0.5,0.0081
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[36705700, 36699622, 36707722, 36710026, 36710283, 36700092, 36700335, 36703545, 36711868, 36707289]"
test1a_b_clade_min_p0.8,0.3293
test1a_r2_clade_min_p0.8,0.1413
test1a_b_mut_min_p0.8,0.3614
test1a_r2_mut_min_p0.8,0.0081
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[36705700, 36699622, 36707722, 36710026, 36710283, 36700092, 36700335, 36703545, 36711868, 36707289]"
test1a_b_clade_min_p0.9,0.3544
test1a_r2_clade_min_p0.9,0.1413
test1a_b_mut_min_p0.9,0.3890
test1a_r2_mut_min_p0.9,0.0081
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[36705700, 36699622, 36707722, 36710026, 36710283, 36700092, 36700335, 36703545, 36711868, 36707289]"
test1a_b_clade_min_p0.95,0.3752
test1a_r2_clade_min_p0.95,0.1413
test1a_b_mut_min_p0.95,0.4117
test1a_r2_mut_min_p0.95,0.0081
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[36705700, 36699622, 36707722, 36710026, 36710283, 36700092, 36700335, 36703545, 36711868, 36707289]"
test1b_b_min,0.0521
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4257
