Variable,Value
snp1,chr22:42346128
snp2,chr22:42374797
snp3,chr22:42311791
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4087
interaction_effect_size,0.0964
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39942446
searchrange_chr22_end,43571872
freq_snp1,0.4006
freq_snp2,0.5070
freq_S,0.2346
freq_K1,0.1660
freq_K2,0.2724
freq_O,0.3270
test1a_b_clade_min_p0.5,0.1878
test1a_r2_clade_min_p0.5,0.1925
test1a_b_mut_min_p0.5,0.2015
test1a_r2_mut_min_p0.5,0.4255
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[42356481]
test1a_b_clade_min_p0.8,0.2205
test1a_r2_clade_min_p0.8,0.1925
test1a_b_mut_min_p0.8,0.2365
test1a_r2_mut_min_p0.8,0.4255
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[42356481]
test1a_b_clade_min_p0.9,0.2375
test1a_r2_clade_min_p0.9,0.1925
test1a_b_mut_min_p0.9,0.2548
test1a_r2_mut_min_p0.9,0.4255
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[42356481]
test1a_b_clade_min_p0.95,0.2516
test1a_r2_clade_min_p0.95,0.1925
test1a_b_mut_min_p0.95,0.2699
test1a_r2_mut_min_p0.95,0.4255
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[42356481]
test1b_b_min,0.0219
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.2975
