Variable,Value
snp1,chr22:44781752
snp2,chr22:44783229
snp3,chr22:44777241
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-5.2485
interaction_effect_size,-0.1828
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,44579983
searchrange_chr22_end,45093176
freq_snp1,0.8648
freq_snp2,0.5974
freq_S,0.5656
freq_K1,0.2992
freq_K2,0.0318
freq_O,0.1034
test1a_b_clade_min_p0.5,0.1896
test1a_r2_clade_min_p0.5,0.0428
test1a_b_mut_min_p0.5,0.1896
test1a_r2_mut_min_p0.5,0.0428
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[44784693]
test1a_b_clade_min_p0.8,0.2212
test1a_r2_clade_min_p0.8,0.0428
test1a_b_mut_min_p0.8,0.2212
test1a_r2_mut_min_p0.8,0.0428
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[44784693]
test1a_b_clade_min_p0.9,0.2378
test1a_r2_clade_min_p0.9,0.0428
test1a_b_mut_min_p0.9,0.2378
test1a_r2_mut_min_p0.9,0.0428
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[44784693]
test1a_b_clade_min_p0.95,0.2515
test1a_r2_clade_min_p0.95,0.0428
test1a_b_mut_min_p0.95,0.2515
test1a_r2_mut_min_p0.95,0.0428
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[44784693]
test1b_b_min,0.0080
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5351
