Variable,Value
snp1,chr22:46694597
snp2,chr22:46706745
snp3,chr22:46756109
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,-6.0914
interaction_effect_size,-0.1157
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,46256343
searchrange_chr22_end,47107522
freq_snp1,0.4761
freq_snp2,0.5507
freq_S,0.2952
freq_K1,0.1809
freq_K2,0.2555
freq_O,0.2684
test1a_b_clade_min_p0.5,0.1967
test1a_r2_clade_min_p0.5,0.1729
test1a_b_mut_min_p0.5,0.1997
test1a_r2_mut_min_p0.5,0.1661
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[46646578, 46646484]"
test1a_b_clade_min_p0.8,0.2299
test1a_r2_clade_min_p0.8,0.1729
test1a_b_mut_min_p0.8,0.2335
test1a_r2_mut_min_p0.8,0.1661
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[46646578, 46646484]"
test1a_b_clade_min_p0.9,0.2473
test1a_r2_clade_min_p0.9,0.1729
test1a_b_mut_min_p0.9,0.2512
test1a_r2_mut_min_p0.9,0.1661
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[46646578, 46646484]"
test1a_b_clade_min_p0.95,0.2617
test1a_r2_clade_min_p0.95,0.1729
test1a_b_mut_min_p0.95,0.2657
test1a_r2_mut_min_p0.95,0.1661
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[46646578, 46646484]"
test1b_b_min,0.0440
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.3567
