Variable,Value
snp1,chr22:35937137
snp2,chr22:35994715
snp3,chr22:36039904
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.9718
interaction_effect_size,0.1049
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,35754727
searchrange_chr22_end,36648851
freq_snp1,0.0268
freq_snp2,0.3459
freq_S,0.0199
freq_K1,0.0070
freq_K2,0.3260
freq_O,0.6471
test1a_b_clade_min_p0.5,0.2168
test1a_r2_clade_min_p0.5,0.0092
test1a_b_mut_min_p0.5,0.3335
test1a_r2_mut_min_p0.5,0.0391
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[35957900]
test1a_b_clade_min_p0.8,0.2536
test1a_r2_clade_min_p0.8,0.0092
test1a_b_mut_min_p0.8,0.3901
test1a_r2_mut_min_p0.8,0.0391
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[35957900]
test1a_b_clade_min_p0.9,0.2729
test1a_r2_clade_min_p0.9,0.0092
test1a_b_mut_min_p0.9,0.4198
test1a_r2_mut_min_p0.9,0.0391
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[35957900]
test1a_b_clade_min_p0.95,0.2888
test1a_r2_clade_min_p0.95,0.0092
test1a_b_mut_min_p0.95,0.4442
test1a_r2_mut_min_p0.95,0.0391
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[35957900]
test1b_b_min,0.0446
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,1.0701
