Variable,Value
snp1,chr22:37974017
snp2,chr22:38100808
snp3,chr22:38066455
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.2976
interaction_effect_size,0.0653
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37675029
searchrange_chr22_end,39307758
freq_snp1,0.1809
freq_snp2,0.1153
freq_S,0.0358
freq_K1,0.1451
freq_K2,0.0795
freq_O,0.7396
test1a_b_clade_min_p0.5,0.2912
test1a_r2_clade_min_p0.5,0.5439
test1a_b_mut_min_p0.5,0.3006
test1a_r2_mut_min_p0.5,0.5963
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[38452478]
test1a_b_clade_min_p0.8,0.3413
test1a_r2_clade_min_p0.8,0.5439
test1a_b_mut_min_p0.8,0.3522
test1a_r2_mut_min_p0.8,0.5963
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[38452478]
test1a_b_clade_min_p0.9,0.3674
test1a_r2_clade_min_p0.9,0.5439
test1a_b_mut_min_p0.9,0.3792
test1a_r2_mut_min_p0.9,0.5963
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[38452478]
test1a_b_clade_min_p0.95,0.3890
test1a_r2_clade_min_p0.95,0.5439
test1a_b_mut_min_p0.95,0.4015
test1a_r2_mut_min_p0.95,0.5963
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[38452478]
test1b_b_min,0.0238
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5736
