Variable,Value
snp1,chr22:49924956
snp2,chr22:49971254
snp3,chr22:49994390
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.2453
interaction_effect_size,0.0690
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,49777909
searchrange_chr22_end,51229805
freq_snp1,0.0775
freq_snp2,0.2922
freq_S,0.0338
freq_K1,0.0437
freq_K2,0.2584
freq_O,0.6640
test1a_b_clade_min_p0.5,0.2845
test1a_r2_clade_min_p0.5,0.0078
test1a_b_mut_min_p0.5,0.3787
test1a_r2_mut_min_p0.5,0.0186
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[49994390]
test1a_b_clade_min_p0.8,0.3322
test1a_r2_clade_min_p0.8,0.0078
test1a_b_mut_min_p0.8,0.4421
test1a_r2_mut_min_p0.8,0.0186
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[49994390]
test1a_b_clade_min_p0.9,0.3571
test1a_r2_clade_min_p0.9,0.0078
test1a_b_mut_min_p0.9,0.4753
test1a_r2_mut_min_p0.9,0.0186
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[49994390]
test1a_b_clade_min_p0.95,0.3777
test1a_r2_clade_min_p0.95,0.0078
test1a_b_mut_min_p0.95,0.5027
test1a_r2_mut_min_p0.95,0.0186
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[49994390]
test1b_b_min,0.0127
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6089
