Variable,Value
snp1,chr22:29520268
snp2,chr22:29544983
snp3,chr22:29514037
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4485
interaction_effect_size,0.0763
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,28139989
searchrange_chr22_end,31064447
freq_snp1,0.1292
freq_snp2,0.6680
freq_S,0.0507
freq_K1,0.0785
freq_K2,0.6173
freq_O,0.2535
test1a_b_clade_min_p0.5,0.2181
test1a_r2_clade_min_p0.5,0.0043
test1a_b_mut_min_p0.5,0.2261
test1a_r2_mut_min_p0.5,0.0021
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[29519163, 29518739]"
test1a_b_clade_min_p0.8,0.2561
test1a_r2_clade_min_p0.8,0.0043
test1a_b_mut_min_p0.8,0.2654
test1a_r2_mut_min_p0.8,0.0021
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[29519163, 29518739]"
test1a_b_clade_min_p0.9,0.2759
test1a_r2_clade_min_p0.9,0.0043
test1a_b_mut_min_p0.9,0.2860
test1a_r2_mut_min_p0.9,0.0021
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[29519163, 29518739]"
test1a_b_clade_min_p0.95,0.2923
test1a_r2_clade_min_p0.95,0.0043
test1a_b_mut_min_p0.95,0.3030
test1a_r2_mut_min_p0.95,0.0021
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[29519163, 29518739]"
test1b_b_min,0.0274
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4593
