Variable,Value
snp1,chr22:40785444
snp2,chr22:40870627
snp3,chr22:40953635
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.5160
interaction_effect_size,0.0752
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39759321
searchrange_chr22_end,43418687
freq_snp1,0.3320
freq_snp2,0.2565
freq_S,0.0487
freq_K1,0.2833
freq_K2,0.2078
freq_O,0.4602
test1a_b_clade_min_p0.5,0.2012
test1a_r2_clade_min_p0.5,0.0111
test1a_b_mut_min_p0.5,0.2065
test1a_r2_mut_min_p0.5,0.0106
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[40801474, 40760770, 40768582, 40795273, 40776976, 40804050, 40808660, 40770327, 40738717, 40789341, 40746079, 40749431, 40811556, 40746089, 40790059, 40767211, 40738166, 40745783, 40809848, 40786554, 40754813, 40749374]"
test1a_b_clade_min_p0.8,0.2362
test1a_r2_clade_min_p0.8,0.0111
test1a_b_mut_min_p0.8,0.2424
test1a_r2_mut_min_p0.8,0.0106
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[40801474, 40760770, 40768582, 40795273, 40776976, 40804050, 40808660, 40770327, 40738717, 40789341, 40746079, 40749431, 40811556, 40746089, 40790059, 40767211, 40738166, 40745783, 40809848, 40786554, 40754813, 40749374]"
test1a_b_clade_min_p0.9,0.2544
test1a_r2_clade_min_p0.9,0.0111
test1a_b_mut_min_p0.9,0.2611
test1a_r2_mut_min_p0.9,0.0106
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[40801474, 40760770, 40768582, 40795273, 40776976, 40804050, 40808660, 40770327, 40738717, 40789341, 40746079, 40749431, 40811556, 40746089, 40790059, 40767211, 40738166, 40745783, 40809848, 40786554, 40754813, 40749374]"
test1a_b_clade_min_p0.95,0.2695
test1a_r2_clade_min_p0.95,0.0111
test1a_b_mut_min_p0.95,0.2766
test1a_r2_mut_min_p0.95,0.0106
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[40801474, 40760770, 40768582, 40795273, 40776976, 40804050, 40808660, 40770327, 40738717, 40789341, 40746079, 40749431, 40811556, 40746089, 40790059, 40767211, 40738166, 40745783, 40809848, 40786554, 40754813, 40749374]"
test1b_b_min,0.0694
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4621
