Variable,Value
snp1,chr22:28099560
snp2,chr22:28129451
snp3,chr22:28138579
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9604
interaction_effect_size,0.0561
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,27832148
searchrange_chr22_end,29458419
freq_snp1,0.2187
freq_snp2,0.1302
freq_S,0.0169
freq_K1,0.2018
freq_K2,0.1133
freq_O,0.6680
test1a_b_clade_min_p0.5,0.1990
test1a_r2_clade_min_p0.5,0.0033
test1a_b_mut_min_p0.5,0.2854
test1a_r2_mut_min_p0.5,0.0019
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[27975795]
test1a_b_clade_min_p0.8,0.2328
test1a_r2_clade_min_p0.8,0.0033
test1a_b_mut_min_p0.8,0.3339
test1a_r2_mut_min_p0.8,0.0019
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[27975795]
test1a_b_clade_min_p0.9,0.2505
test1a_r2_clade_min_p0.9,0.0033
test1a_b_mut_min_p0.9,0.3592
test1a_r2_mut_min_p0.9,0.0019
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[27975795]
test1a_b_clade_min_p0.95,0.2651
test1a_r2_clade_min_p0.95,0.0033
test1a_b_mut_min_p0.95,0.3802
test1a_r2_mut_min_p0.95,0.0019
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[27975795]
test1b_b_min,0.0004
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6898
