Variable,Value
snp1,chr22:37784386
snp2,chr22:37791346
snp3,chr22:37819229
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9814
interaction_effect_size,0.0556
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37538501
searchrange_chr22_end,38618992
freq_snp1,0.1998
freq_snp2,0.2654
freq_S,0.0209
freq_K1,0.1789
freq_K2,0.2445
freq_O,0.5557
test1a_b_clade_min_p0.5,0.1762
test1a_r2_clade_min_p0.5,0.0048
test1a_b_mut_min_p0.5,0.3231
test1a_r2_mut_min_p0.5,0.0406
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[37819229]
test1a_b_clade_min_p0.8,0.2063
test1a_r2_clade_min_p0.8,0.0048
test1a_b_mut_min_p0.8,0.3782
test1a_r2_mut_min_p0.8,0.0406
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[37819229]
test1a_b_clade_min_p0.9,0.2220
test1a_r2_clade_min_p0.9,0.0048
test1a_b_mut_min_p0.9,0.4070
test1a_r2_mut_min_p0.9,0.0406
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[37819229]
test1a_b_clade_min_p0.95,0.2349
test1a_r2_clade_min_p0.95,0.0048
test1a_b_mut_min_p0.95,0.4307
test1a_r2_mut_min_p0.95,0.0406
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[37819229]
test1b_b_min,0.0016
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6179
