Variable,Value
snp1,chr22:32992174
snp2,chr22:33048322
snp3,chr22:33117195
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0291
interaction_effect_size,0.0707
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,32665049
searchrange_chr22_end,33693878
freq_snp1,0.3797
freq_snp2,0.2117
freq_S,0.0865
freq_K1,0.2932
freq_K2,0.1252
freq_O,0.4950
test1a_b_clade_min_p0.5,0.3258
test1a_r2_clade_min_p0.5,0.0655
test1a_b_mut_min_p0.5,0.3968
test1a_r2_mut_min_p0.5,0.0828
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[33001676]
test1a_b_clade_min_p0.8,0.3817
test1a_r2_clade_min_p0.8,0.0655
test1a_b_mut_min_p0.8,0.4649
test1a_r2_mut_min_p0.8,0.0828
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[33001676]
test1a_b_clade_min_p0.9,0.4109
test1a_r2_clade_min_p0.9,0.0655
test1a_b_mut_min_p0.9,0.5004
test1a_r2_mut_min_p0.9,0.0828
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[33001676]
test1a_b_clade_min_p0.95,0.4351
test1a_r2_clade_min_p0.95,0.0655
test1a_b_mut_min_p0.95,0.5298
test1a_r2_mut_min_p0.95,0.0828
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[33001676]
test1b_b_min,0.0081
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4955
