Variable,Value
snp1,chr22:28196359
snp2,chr22:28205945
snp3,chr22:28215083
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.4905
interaction_effect_size,0.0753
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,27956335
searchrange_chr22_end,30592610
freq_snp1,0.2127
freq_snp2,0.4930
freq_S,0.0666
freq_K1,0.1461
freq_K2,0.4264
freq_O,0.3608
test1a_b_clade_min_p0.5,0.2241
test1a_r2_clade_min_p0.5,0.0068
test1a_b_mut_min_p0.5,0.2457
test1a_r2_mut_min_p0.5,0.0086
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[28198633]
test1a_b_clade_min_p0.8,0.2625
test1a_r2_clade_min_p0.8,0.0068
test1a_b_mut_min_p0.8,0.2877
test1a_r2_mut_min_p0.8,0.0086
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[28198633]
test1a_b_clade_min_p0.9,0.2825
test1a_r2_clade_min_p0.9,0.0068
test1a_b_mut_min_p0.9,0.3097
test1a_r2_mut_min_p0.9,0.0086
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[28198633]
test1a_b_clade_min_p0.95,0.2991
test1a_r2_clade_min_p0.95,0.0068
test1a_b_mut_min_p0.95,0.3278
test1a_r2_mut_min_p0.95,0.0086
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[28198633]
test1b_b_min,0.0261
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4868
