Variable,Value
snp1,chr22:35554253
snp2,chr22:35786564
snp3,chr22:35750936
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.2475
interaction_effect_size,0.0709
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,34553642
searchrange_chr22_end,35971335
freq_snp1,0.4622
freq_snp2,0.1322
freq_S,0.0577
freq_K1,0.4046
freq_K2,0.0746
freq_O,0.4632
test1a_b_clade_min_p0.5,0.2811
test1a_r2_clade_min_p0.5,0.0348
test1a_b_mut_min_p0.5,0.2811
test1a_r2_mut_min_p0.5,0.0348
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[35776028]
test1a_b_clade_min_p0.8,0.3286
test1a_r2_clade_min_p0.8,0.0348
test1a_b_mut_min_p0.8,0.3286
test1a_r2_mut_min_p0.8,0.0348
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[35776028]
test1a_b_clade_min_p0.9,0.3534
test1a_r2_clade_min_p0.9,0.0348
test1a_b_mut_min_p0.9,0.3534
test1a_r2_mut_min_p0.9,0.0348
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[35776028]
test1a_b_clade_min_p0.95,0.3739
test1a_r2_clade_min_p0.95,0.0348
test1a_b_mut_min_p0.95,0.3739
test1a_r2_mut_min_p0.95,0.0348
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[35776028]
test1b_b_min,0.0151
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5334
