Variable,Value
snp1,chr22:18329098
snp2,chr22:18377161
snp3,chr22:18443353
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.0437
interaction_effect_size,0.0814
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,17971419
searchrange_chr22_end,18682635
freq_snp1,0.1133
freq_snp2,0.3390
freq_S,0.0497
freq_K1,0.0636
freq_K2,0.2893
freq_O,0.5974
test1a_b_clade_min_p0.5,0.2587
test1a_r2_clade_min_p0.5,0.0052
test1a_b_mut_min_p0.5,0.2587
test1a_r2_mut_min_p0.5,0.0052
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[18376480, 18385930, 18371421]"
test1a_b_clade_min_p0.8,0.3022
test1a_r2_clade_min_p0.8,0.0052
test1a_b_mut_min_p0.8,0.3022
test1a_r2_mut_min_p0.8,0.0052
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[18376480, 18385930, 18371421]"
test1a_b_clade_min_p0.9,0.3250
test1a_r2_clade_min_p0.9,0.0052
test1a_b_mut_min_p0.9,0.3250
test1a_r2_mut_min_p0.9,0.0052
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[18376480, 18385930, 18371421]"
test1a_b_clade_min_p0.95,0.3437
test1a_r2_clade_min_p0.95,0.0052
test1a_b_mut_min_p0.95,0.3437
test1a_r2_mut_min_p0.95,0.0052
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[18376480, 18385930, 18371421]"
test1b_b_min,0.0537
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5292
