Variable,Value
snp1,chr22:40350088
snp2,chr22:40415787
snp3,chr22:40485887
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.8308
interaction_effect_size,0.0630
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,39646349
searchrange_chr22_end,43157733
freq_snp1,0.2167
freq_snp2,0.0934
freq_S,0.0348
freq_K1,0.1819
freq_K2,0.0586
freq_O,0.7247
test1a_b_clade_min_p0.5,0.2303
test1a_r2_clade_min_p0.5,0.0024
test1a_b_mut_min_p0.5,0.3124
test1a_r2_mut_min_p0.5,0.0097
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[40485887]
test1a_b_clade_min_p0.8,0.2709
test1a_r2_clade_min_p0.8,0.0024
test1a_b_mut_min_p0.8,0.3675
test1a_r2_mut_min_p0.8,0.0097
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[40485887]
test1a_b_clade_min_p0.9,0.2922
test1a_r2_clade_min_p0.9,0.0024
test1a_b_mut_min_p0.9,0.3963
test1a_r2_mut_min_p0.9,0.0097
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[40485887]
test1a_b_clade_min_p0.95,0.3097
test1a_r2_clade_min_p0.95,0.0024
test1a_b_mut_min_p0.95,0.4201
test1a_r2_mut_min_p0.95,0.0097
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[40485887]
test1b_b_min,0.0029
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5515
