Variable,Value
snp1,chr22:38863331
snp2,chr22:38872147
snp3,chr22:39038420
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.7807
interaction_effect_size,0.0779
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,37964679
searchrange_chr22_end,39573520
freq_snp1,0.2157
freq_snp2,0.1501
freq_S,0.0527
freq_K1,0.1630
freq_K2,0.0974
freq_O,0.6869
test1a_b_clade_min_p0.5,0.2639
test1a_r2_clade_min_p0.5,0.0015
test1a_b_mut_min_p0.5,0.2768
test1a_r2_mut_min_p0.5,0.0056
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[38871986]
test1a_b_clade_min_p0.8,0.3094
test1a_r2_clade_min_p0.8,0.0015
test1a_b_mut_min_p0.8,0.3245
test1a_r2_mut_min_p0.8,0.0056
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[38871986]
test1a_b_clade_min_p0.9,0.3332
test1a_r2_clade_min_p0.9,0.0015
test1a_b_mut_min_p0.9,0.3494
test1a_r2_mut_min_p0.9,0.0056
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[38871986]
test1a_b_clade_min_p0.95,0.3528
test1a_r2_clade_min_p0.95,0.0015
test1a_b_mut_min_p0.95,0.3700
test1a_r2_mut_min_p0.95,0.0056
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[38871986]
test1b_b_min,0.0486
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4866
