Variable,Value
snp1,chr22:33235505
snp2,chr22:33313794
snp3,chr22:33434153
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1970
interaction_effect_size,0.0675
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,32838863
searchrange_chr22_end,33764266
freq_snp1,0.1431
freq_snp2,0.3797
freq_S,0.0507
freq_K1,0.0924
freq_K2,0.3290
freq_O,0.5278
test1a_b_clade_min_p0.5,0.2623
test1a_r2_clade_min_p0.5,0.0056
test1a_b_mut_min_p0.5,0.2623
test1a_r2_mut_min_p0.5,0.0056
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[33294194, 33335932, 33362530]"
test1a_b_clade_min_p0.8,0.3074
test1a_r2_clade_min_p0.8,0.0056
test1a_b_mut_min_p0.8,0.3074
test1a_r2_mut_min_p0.8,0.0056
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[33294194, 33335932, 33362530]"
test1a_b_clade_min_p0.9,0.3309
test1a_r2_clade_min_p0.9,0.0056
test1a_b_mut_min_p0.9,0.3309
test1a_r2_mut_min_p0.9,0.0056
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[33294194, 33335932, 33362530]"
test1a_b_clade_min_p0.95,0.3504
test1a_r2_clade_min_p0.95,0.0056
test1a_b_mut_min_p0.95,0.3504
test1a_r2_mut_min_p0.95,0.0056
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[33294194, 33335932, 33362530]"
test1b_b_min,0.0159
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5216
