Variable,Value
snp1,chr22:39465116
snp2,chr22:39485674
snp3,chr22:39466052
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.7179
interaction_effect_size,0.0632
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,38807108
searchrange_chr22_end,40095238
freq_snp1,0.3499
freq_snp2,0.0905
freq_S,0.0189
freq_K1,0.3310
freq_K2,0.0716
freq_O,0.5785
test1a_b_clade_min_p0.5,0.1794
test1a_r2_clade_min_p0.5,0.0015
test1a_b_mut_min_p0.5,0.3162
test1a_r2_mut_min_p0.5,0.0006
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[39397858]
test1a_b_clade_min_p0.8,0.2100
test1a_r2_clade_min_p0.8,0.0015
test1a_b_mut_min_p0.8,0.3701
test1a_r2_mut_min_p0.8,0.0006
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[39397858]
test1a_b_clade_min_p0.9,0.2260
test1a_r2_clade_min_p0.9,0.0015
test1a_b_mut_min_p0.9,0.3983
test1a_r2_mut_min_p0.9,0.0006
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[39397858]
test1a_b_clade_min_p0.95,0.2392
test1a_r2_clade_min_p0.95,0.0015
test1a_b_mut_min_p0.95,0.4216
test1a_r2_mut_min_p0.95,0.0006
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[39397858]
test1b_b_min,0.0285
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6664
