Variable,Value
snp1,chr22:20601860
snp2,chr22:20656119
snp3,chr22:20651727
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.1338
interaction_effect_size,0.0705
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,20309425
searchrange_chr22_end,20958926
freq_snp1,0.1948
freq_snp2,0.4274
freq_S,0.0905
freq_K1,0.1044
freq_K2,0.3370
freq_O,0.4682
test1a_b_clade_min_p0.5,0.3634
test1a_r2_clade_min_p0.5,0.0392
test1a_b_mut_min_p0.5,0.3708
test1a_r2_mut_min_p0.5,0.0351
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[20635799]
test1a_b_clade_min_p0.8,0.4244
test1a_r2_clade_min_p0.8,0.0392
test1a_b_mut_min_p0.8,0.4330
test1a_r2_mut_min_p0.8,0.0351
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[20635799]
test1a_b_clade_min_p0.9,0.4563
test1a_r2_clade_min_p0.9,0.0392
test1a_b_mut_min_p0.9,0.4656
test1a_r2_mut_min_p0.9,0.0351
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[20635799]
test1a_b_clade_min_p0.95,0.4827
test1a_r2_clade_min_p0.95,0.0392
test1a_b_mut_min_p0.95,0.4924
test1a_r2_mut_min_p0.95,0.0351
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[20635799]
test1b_b_min,0.0089
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4796
