Variable,Value
snp1,chr22:27775371
snp2,chr22:27810977
snp3,chr22:27748560
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0193
interaction_effect_size,0.0817
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,27621639
searchrange_chr22_end,27978816
freq_snp1,0.0527
freq_snp2,0.6511
freq_S,0.0298
freq_K1,0.0229
freq_K2,0.6213
freq_O,0.3260
test1a_b_clade_min_p0.5,0.2855
test1a_r2_clade_min_p0.5,0.0215
test1a_b_mut_min_p0.5,0.4838
test1a_r2_mut_min_p0.5,0.0193
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[27748560]
test1a_b_clade_min_p0.8,0.3335
test1a_r2_clade_min_p0.8,0.0215
test1a_b_mut_min_p0.8,0.5652
test1a_r2_mut_min_p0.8,0.0193
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[27748560]
test1a_b_clade_min_p0.9,0.3586
test1a_r2_clade_min_p0.9,0.0215
test1a_b_mut_min_p0.9,0.6078
test1a_r2_mut_min_p0.9,0.0193
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[27748560]
test1a_b_clade_min_p0.95,0.3793
test1a_r2_clade_min_p0.95,0.0215
test1a_b_mut_min_p0.95,0.6429
test1a_r2_mut_min_p0.95,0.0193
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[27748560]
test1b_b_min,0.0009
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.7414
