Variable,Value
snp1,chr22:16303589
snp2,chr22:16311466
snp3,chr22:16341198
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.0821
interaction_effect_size,0.0898
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,16069654
searchrange_chr22_end,17275277
freq_snp1,0.8300
freq_snp2,0.1402
freq_S,0.0855
freq_K1,0.7445
freq_K2,0.0547
freq_O,0.1153
test1a_b_clade_min_p0.5,0.2275
test1a_r2_clade_min_p0.5,0.9811
test1a_b_mut_min_p0.5,0.2468
test1a_r2_mut_min_p0.5,0.8960
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[16303806]
test1a_b_clade_min_p0.8,0.2665
test1a_r2_clade_min_p0.8,0.9811
test1a_b_mut_min_p0.8,0.2891
test1a_r2_mut_min_p0.8,0.8960
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[16303806]
test1a_b_clade_min_p0.9,0.2868
test1a_r2_clade_min_p0.9,0.9811
test1a_b_mut_min_p0.9,0.3112
test1a_r2_mut_min_p0.9,0.8960
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[16303806]
test1a_b_clade_min_p0.95,0.3036
test1a_r2_clade_min_p0.95,0.9811
test1a_b_mut_min_p0.95,0.3294
test1a_r2_mut_min_p0.95,0.8960
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[16303806]
test1b_b_min,0.0077
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4439
