Variable,Value
snp1,chr22:31428999
snp2,chr22:31567365
snp3,chr22:31568731
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3435
interaction_effect_size,0.1026
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,29623845
searchrange_chr22_end,32857607
freq_snp1,0.0557
freq_snp2,0.2137
freq_S,0.0398
freq_K1,0.0159
freq_K2,0.1740
freq_O,0.7704
test1a_b_clade_min_p0.5,0.2501
test1a_r2_clade_min_p0.5,0.0004
test1a_b_mut_min_p0.5,0.3068
test1a_r2_mut_min_p0.5,0.0002
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[32124146, 31785689, 31897845, 31818647, 31821129, 32319835, 32270543]"
test1a_b_clade_min_p0.8,0.2935
test1a_r2_clade_min_p0.8,0.0004
test1a_b_mut_min_p0.8,0.3600
test1a_r2_mut_min_p0.8,0.0002
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[32124146, 31785689, 31897845, 31818647, 31821129, 32319835, 32270543]"
test1a_b_clade_min_p0.9,0.3161
test1a_r2_clade_min_p0.9,0.0004
test1a_b_mut_min_p0.9,0.3877
test1a_r2_mut_min_p0.9,0.0002
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[32124146, 31785689, 31897845, 31818647, 31821129, 32319835, 32270543]"
test1a_b_clade_min_p0.95,0.3348
test1a_r2_clade_min_p0.95,0.0004
test1a_b_mut_min_p0.95,0.4107
test1a_r2_mut_min_p0.95,0.0002
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[32124146, 31785689, 31897845, 31818647, 31821129, 32319835, 32270543]"
test1b_b_min,0.0250
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.6690
