Variable,Value
snp1,chr22:18383233
snp2,chr22:18400699
snp3,chr22:18422763
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.9859
interaction_effect_size,0.0713
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,17985990
searchrange_chr22_end,18685946
freq_snp1,0.3032
freq_snp2,0.4473
freq_S,0.0427
freq_K1,0.2604
freq_K2,0.4046
freq_O,0.2922
test1a_b_clade_min_p0.5,0.2270
test1a_r2_clade_min_p0.5,0.0140
test1a_b_mut_min_p0.5,0.2963
test1a_r2_mut_min_p0.5,0.0071
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[18458241]
test1a_b_clade_min_p0.8,0.2651
test1a_r2_clade_min_p0.8,0.0140
test1a_b_mut_min_p0.8,0.3461
test1a_r2_mut_min_p0.8,0.0071
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[18458241]
test1a_b_clade_min_p0.9,0.2851
test1a_r2_clade_min_p0.9,0.0140
test1a_b_mut_min_p0.9,0.3722
test1a_r2_mut_min_p0.9,0.0071
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[18458241]
test1a_b_clade_min_p0.95,0.3015
test1a_r2_clade_min_p0.95,0.0140
test1a_b_mut_min_p0.95,0.3937
test1a_r2_mut_min_p0.95,0.0071
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[18458241]
test1b_b_min,0.0444
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.5400
