Variable,Value
snp1,chr22:34178184
snp2,chr22:34267296
snp3,chr22:34310079
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,4.9104
interaction_effect_size,0.0833
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,33700954
searchrange_chr22_end,35140949
freq_snp1,0.5050
freq_snp2,0.0368
freq_S,0.0278
freq_K1,0.4771
freq_K2,0.0089
freq_O,0.4861
test1a_b_clade_min_p0.5,0.1879
test1a_r2_clade_min_p0.5,0.0073
test1a_b_mut_min_p0.5,0.2154
test1a_r2_mut_min_p0.5,0.0073
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[34097231, 34217039]"
test1a_b_clade_min_p0.8,0.2206
test1a_r2_clade_min_p0.8,0.0073
test1a_b_mut_min_p0.8,0.2528
test1a_r2_mut_min_p0.8,0.0073
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[34097231, 34217039]"
test1a_b_clade_min_p0.9,0.2377
test1a_r2_clade_min_p0.9,0.0073
test1a_b_mut_min_p0.9,0.2724
test1a_r2_mut_min_p0.9,0.0073
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[34097231, 34217039]"
test1a_b_clade_min_p0.95,0.2518
test1a_r2_clade_min_p0.95,0.0073
test1a_b_mut_min_p0.95,0.2886
test1a_r2_mut_min_p0.95,0.0073
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[34097231, 34217039]"
test1b_b_min,0.0028
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.9396
