Variable,Value
snp1,chr22:26982885
snp2,chr22:27008401
snp3,chr22:27002683
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,7.5239
interaction_effect_size,0.1178
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,26536779
searchrange_chr22_end,27233663
freq_snp1,0.1640
freq_snp2,0.1252
freq_S,0.0586
freq_K1,0.1054
freq_K2,0.0666
freq_O,0.7694
test1a_b_clade_min_p0.5,0.2481
test1a_r2_clade_min_p0.5,0.2041
test1a_b_mut_min_p0.5,0.2481
test1a_r2_mut_min_p0.5,0.2041
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,"[26987779, 26992243, 26994409, 26995694, 26995935]"
test1a_b_clade_min_p0.8,0.2905
test1a_r2_clade_min_p0.8,0.2041
test1a_b_mut_min_p0.8,0.2905
test1a_r2_mut_min_p0.8,0.2041
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,"[26987779, 26992243, 26994409, 26995694, 26995935]"
test1a_b_clade_min_p0.9,0.3126
test1a_r2_clade_min_p0.9,0.2041
test1a_b_mut_min_p0.9,0.3126
test1a_r2_mut_min_p0.9,0.2041
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,"[26987779, 26992243, 26994409, 26995694, 26995935]"
test1a_b_clade_min_p0.95,0.3309
test1a_r2_clade_min_p0.95,0.2041
test1a_b_mut_min_p0.95,0.3309
test1a_r2_mut_min_p0.95,0.2041
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,"[26987779, 26992243, 26994409, 26995694, 26995935]"
test1b_b_min,0.1304
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4324
