Variable,Value
snp1,chr22:45084749
snp2,chr22:45103060
snp3,chr22:45097326
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,5.3755
interaction_effect_size,0.0710
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,44765982
searchrange_chr22_end,45266838
freq_snp1,0.4195
freq_snp2,0.2058
freq_S,0.0726
freq_K1,0.3469
freq_K2,0.1332
freq_O,0.4473
test1a_b_clade_min_p0.5,0.3117
test1a_r2_clade_min_p0.5,0.0039
test1a_b_mut_min_p0.5,0.3306
test1a_r2_mut_min_p0.5,0.0166
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[45089120]
test1a_b_clade_min_p0.8,0.3638
test1a_r2_clade_min_p0.8,0.0039
test1a_b_mut_min_p0.8,0.3858
test1a_r2_mut_min_p0.8,0.0166
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[45089120]
test1a_b_clade_min_p0.9,0.3910
test1a_r2_clade_min_p0.9,0.0039
test1a_b_mut_min_p0.9,0.4146
test1a_r2_mut_min_p0.9,0.0166
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[45089120]
test1a_b_clade_min_p0.95,0.4135
test1a_r2_clade_min_p0.95,0.0039
test1a_b_mut_min_p0.95,0.4385
test1a_r2_mut_min_p0.95,0.0166
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[45089120]
test1b_b_min,0.0209
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4811
