Variable,Value
snp1,chr22:43524994
snp2,chr22:43543110
snp3,chr22:43531920
sample_size_N,1006
alpha,0.0000
interaction_test_statistic,6.5590
interaction_effect_size,0.0821
max_effect_size,2.0000
search_distance_cM,1.0000
searchrange_chr22_start,41651155
searchrange_chr22_end,44275383
freq_snp1,0.4970
freq_snp2,0.3062
freq_S,0.0706
freq_K1,0.4264
freq_K2,0.2356
freq_O,0.2674
test1a_b_clade_min_p0.5,0.2208
test1a_r2_clade_min_p0.5,0.0223
test1a_b_mut_min_p0.5,0.2268
test1a_r2_mut_min_p0.5,0.5293
test1a_mut_chr_p0.5,22
test1a_mut_pos_p0.5,[43546257]
test1a_b_clade_min_p0.8,0.2583
test1a_r2_clade_min_p0.8,0.0223
test1a_b_mut_min_p0.8,0.2653
test1a_r2_mut_min_p0.8,0.5293
test1a_mut_chr_p0.8,22
test1a_mut_pos_p0.8,[43546257]
test1a_b_clade_min_p0.9,0.2779
test1a_r2_clade_min_p0.9,0.0223
test1a_b_mut_min_p0.9,0.2854
test1a_r2_mut_min_p0.9,0.5293
test1a_mut_chr_p0.9,22
test1a_mut_pos_p0.9,[43546257]
test1a_b_clade_min_p0.95,0.2940
test1a_r2_clade_min_p0.95,0.0223
test1a_b_mut_min_p0.95,0.3021
test1a_r2_mut_min_p0.95,0.5293
test1a_mut_chr_p0.95,22
test1a_mut_pos_p0.95,[43546257]
test1b_b_min,0.0714
test2_span_lt_effectsize_chr22,0
test2_total_span_lt_effectsize,0
test2_overall_min_b,0.4279
